,func_oldfunccode,func_newfunccode,func_newdoc,func_newJdoc,func_olddoc,func_oldJdoc,func_addlines,func_addcode,func_dellines,func_delcode,func_path,func_pathinproj,func_methodsig,doc_oldfunccode,doc_newfunccode,doc_newdoc,doc_newJdoc,doc_olddoc,doc_oldJdoc,doc_addlines,doc_addcode,doc_dellines,doc_delcode,doc_path,doc_pathinproj,doc_methodsig,id,flag,commit
1,,050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_newfunccode_050aca81c004448a4a86c2541466828e83d12ffb_1.txt,,050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_newfuncnewJdoc_050aca81c004448a4a86c2541466828e83d12ffb_1.txt,,,"[736, 729, 730, 731, 732, 733, 734, 735]","['      Multiset<?> multisetToModify, Iterable<?> occurrencesToRemove) {\n', '    if (occurrencesToRemove instanceof Multiset) {\n', '      return removeOccurrencesImpl(\n', '          multisetToModify, (Multiset<?>) occurrencesToRemove);\n', '    } else {\n', '      return removeOccurrencesImpl(multisetToModify, occurrencesToRemove);\n', '    }\n', '  }\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v18.0/050aca81c004448a4a86c2541466828e83d12ffb/Multisets,guava/src/com/google/common/collect/Multisets.java,"public static boolean removeOccurrences(Multiset<?> multisetToModify, Iterable<?> occurrencesToRemove)",050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_olddocfunccode_050aca81c004448a4a86c2541466828e83d12ffb_1.txt,050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_newdocfunccode_050aca81c004448a4a86c2541466828e83d12ffb_1.txt," TODO(user): generalize to removing an Iterable, perhaps
",050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_newdocnewJdoc_050aca81c004448a4a86c2541466828e83d12ffb_1.txt," TODO(user): generalize to removing an Iterable, perhaps
",050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_olddocJdoc_050aca81c004448a4a86c2541466828e83d12ffb_1.txt,[750],['   * Delegate that cares about the element types in multisetToModify.\n'],[734],[],/home/pritish/Documents/IP work/guv_ver/v18.0/050aca81c004448a4a86c2541466828e83d12ffb/Multisets,guava/src/com/google/common/collect/Multisets.java,"private static boolean removeOccurrencesImpl(Multiset<E> multisetToModify, Multiset<?> occurrencesToRemove)",3,1,050aca81c004448a4a86c2541466828e83d12ffb
2,,050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_newfunccode_050aca81c004448a4a86c2541466828e83d12ffb_2.txt,,,,,"[738, 739, 740, 741, 742, 743, 744, 745, 746]","['  private static boolean removeOccurrencesImpl(\n', '      Multiset<?> multisetToModify, Iterable<?> occurrencesToRemove) {\n', '    checkNotNull(multisetToModify);\n', '    checkNotNull(occurrencesToRemove);\n', '    boolean changed = false;\n', '    for (Object o : occurrencesToRemove) {\n', '      changed |= multisetToModify.remove(o);\n', '    }\n', '    return changed;\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v18.0/050aca81c004448a4a86c2541466828e83d12ffb/Multisets,guava/src/com/google/common/collect/Multisets.java,"private static boolean removeOccurrencesImpl(Multiset<?> multisetToModify, Iterable<?> occurrencesToRemove)",050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_olddocfunccode_050aca81c004448a4a86c2541466828e83d12ffb_2.txt,050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_newdocfunccode_050aca81c004448a4a86c2541466828e83d12ffb_2.txt," TODO(user): generalize to removing an Iterable, perhaps
 TODO(user): generalize to removing an Iterable, perhaps
",050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_newdocnewJdoc_050aca81c004448a4a86c2541466828e83d12ffb_2.txt," TODO(user): generalize to removing an Iterable, perhaps
 TODO(user): generalize to removing an Iterable, perhaps
",050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_olddocJdoc_050aca81c004448a4a86c2541466828e83d12ffb_2.txt,[750],['   * Delegate that cares about the element types in multisetToModify.\n'],[734],[],/home/pritish/Documents/IP work/guv_ver/v18.0/050aca81c004448a4a86c2541466828e83d12ffb/Multisets,guava/src/com/google/common/collect/Multisets.java,"private static boolean removeOccurrencesImpl(Multiset<E> multisetToModify, Multiset<?> occurrencesToRemove)",3,1,050aca81c004448a4a86c2541466828e83d12ffb
3,050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_oldfunccode_050aca81c004448a4a86c2541466828e83d12ffb_3.txt,,,,,050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_oldfuncoldJdoc_050aca81c004448a4a86c2541466828e83d12ffb_3.txt,[],[],"[729, 730]","['      Multiset<?> multisetToModify, Multiset<?> occurrencesToRemove) {\n', '    return removeOccurrencesImpl(multisetToModify, occurrencesToRemove);\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/050aca81c004448a4a86c2541466828e83d12ffb/Multisets,guava/src/com/google/common/collect/Multisets.java,"public static boolean removeOccurrences(Multiset<?> multisetToModify, Multiset<?> occurrencesToRemove)",050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_olddocfunccode_050aca81c004448a4a86c2541466828e83d12ffb_3.txt,050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_newdocfunccode_050aca81c004448a4a86c2541466828e83d12ffb_3.txt," TODO(user): generalize to removing an Iterable, perhaps
 TODO(user): generalize to removing an Iterable, perhaps
 TODO(user): generalize to removing an Iterable, perhaps
",050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_newdocnewJdoc_050aca81c004448a4a86c2541466828e83d12ffb_3.txt," TODO(user): generalize to removing an Iterable, perhaps
 TODO(user): generalize to removing an Iterable, perhaps
 TODO(user): generalize to removing an Iterable, perhaps
",050aca81c004448a4a86c2541466828e83d12ffb/Codes/Match_olddocJdoc_050aca81c004448a4a86c2541466828e83d12ffb_3.txt,[750],['   * Delegate that cares about the element types in multisetToModify.\n'],[734],"['      Multiset<?> multisetToModify, Multiset<?> occurrencesToRemove) {\n', '    return removeOccurrencesImpl(multisetToModify, occurrencesToRemove);\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/050aca81c004448a4a86c2541466828e83d12ffb/Multisets,guava/src/com/google/common/collect/Multisets.java,"private static boolean removeOccurrencesImpl(Multiset<E> multisetToModify, Multiset<?> occurrencesToRemove)",3,1,050aca81c004448a4a86c2541466828e83d12ffb
4,af5afeffaddbd3de5b44d3f1b49c2462e19795f8/Codes/Match_oldfunccode_af5afeffaddbd3de5b44d3f1b49c2462e19795f8_1.txt,af5afeffaddbd3de5b44d3f1b49c2462e19795f8/Codes/Match_newfunccode_af5afeffaddbd3de5b44d3f1b49c2462e19795f8_1.txt,,af5afeffaddbd3de5b44d3f1b49c2462e19795f8/Codes/Match_newfuncnewJdoc_af5afeffaddbd3de5b44d3f1b49c2462e19795f8_1.txt,,af5afeffaddbd3de5b44d3f1b49c2462e19795f8/Codes/Match_oldfuncoldJdoc_af5afeffaddbd3de5b44d3f1b49c2462e19795f8_1.txt,"[681, 682]","['    return tryParse(string, 10);\n', '  }\n']",[662],"['    return AndroidInteger.tryParse(string, 10);\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/af5afeffaddbd3de5b44d3f1b49c2462e19795f8/Ints_2,guava/src/com/google/common/primitives/Ints.java,public static Integer tryParse(String string),af5afeffaddbd3de5b44d3f1b49c2462e19795f8/Codes/Match_olddocfunccode_af5afeffaddbd3de5b44d3f1b49c2462e19795f8_1.txt,af5afeffaddbd3de5b44d3f1b49c2462e19795f8/Codes/Match_newdocfunccode_af5afeffaddbd3de5b44d3f1b49c2462e19795f8_1.txt,,af5afeffaddbd3de5b44d3f1b49c2462e19795f8/Codes/Match_newdocnewJdoc_af5afeffaddbd3de5b44d3f1b49c2462e19795f8_1.txt,,af5afeffaddbd3de5b44d3f1b49c2462e19795f8/Codes/Match_olddocJdoc_af5afeffaddbd3de5b44d3f1b49c2462e19795f8_1.txt,"[323, 324]","['   * Additionally, this method only accepts ASCII digits, and returns\n', '   * {@code null} if non-ASCII digits are present in the string.\n']",[],"['    return AndroidInteger.tryParse(string, 10);\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/af5afeffaddbd3de5b44d3f1b49c2462e19795f8/Longs,guava/src/com/google/common/primitives/Longs.java,public static Long tryParse(String string),3,1,af5afeffaddbd3de5b44d3f1b49c2462e19795f8
5,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_oldfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_1.txt,,,,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_oldfuncoldJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_1.txt,[],[],"[406, 407, 408]","['  long reserve() {\n', '    return reserve(1);\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java, long reserve(),cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_olddocfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_1.txt,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newdocfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_1.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newdocnewJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_1.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_olddocJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_1.txt,"[768, 767]","['     * to guarantee that each call to reserveEarliestAvailable, etc. sees a value >= the previous?\n', ""     * Also, is it OK that we don't hold the mutex when sleeping?\n""]","[761, 762]","['  long reserve() {\n', '    return reserve(1);\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java, abstract long readMicros(),3,1,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55
6,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_oldfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_2.txt,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_2.txt,,,,,"[486, 487]","['    return queryEarliestAvailable(nowMicros) - timeoutMicros <= nowMicros;\n', '  }\n']",[498],['    return earliestAvailable(nowMicros) - timeoutMicros <= nowMicros;\n'],/home/pritish/Documents/IP work/guv_ver/v18.0/cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java,"private boolean canAcquire(long nowMicros, long timeoutMicros)",cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_olddocfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_2.txt,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newdocfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_2.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newdocnewJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_2.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_olddocJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_2.txt,"[768, 767]","['     * to guarantee that each call to reserveEarliestAvailable, etc. sees a value >= the previous?\n', ""     * Also, is it OK that we don't hold the mutex when sleeping?\n""]","[761, 762]",['    return earliestAvailable(nowMicros) - timeoutMicros <= nowMicros;\n'],/home/pritish/Documents/IP work/guv_ver/v18.0/cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java, abstract long readMicros(),3,1,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55
7,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_3.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newfuncnewJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_3.txt,,,[505],['  abstract long queryEarliestAvailable(long nowMicros);\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v18.0/cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java, abstract long queryEarliestAvailable(long nowMicros),cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_olddocfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_3.txt,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newdocfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_3.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newdocnewJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_3.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_olddocJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_3.txt,"[768, 767]","['     * to guarantee that each call to reserveEarliestAvailable, etc. sees a value >= the previous?\n', ""     * Also, is it OK that we don't hold the mutex when sleeping?\n""]","[761, 762]",[],/home/pritish/Documents/IP work/guv_ver/v18.0/cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java, abstract long readMicros(),3,1,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55
8,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_4.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newfuncnewJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_4.txt,,,"[496, 494, 495]","['  final long reserveAndGetWaitLength(int permits, long nowMicros) {\n', '    long momentAvailable = reserveEarliestAvailable(permits, nowMicros);\n', '    return max(momentAvailable - nowMicros, 0);\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v18.0/cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java," final long reserveAndGetWaitLength(int permits, long nowMicros)",cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_olddocfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_4.txt,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newdocfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_4.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newdocnewJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_4.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_olddocJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_4.txt,"[768, 767]","['     * to guarantee that each call to reserveEarliestAvailable, etc. sees a value >= the previous?\n', ""     * Also, is it OK that we don't hold the mutex when sleeping?\n""]","[761, 762]",[],/home/pritish/Documents/IP work/guv_ver/v18.0/cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java, abstract long readMicros(),3,1,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55
9,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_oldfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_5.txt,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_5.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newfuncnewJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_5.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_oldfuncoldJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_5.txt,[478],"['        microsToWait = reserveAndGetWaitLength(permits, nowMicros);\n']",[490],"['        microsToWait = reserveNextTicket(permits, nowMicros);\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java,"public boolean tryAcquire(int permits, long timeout, TimeUnit unit)",cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_olddocfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_5.txt,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newdocfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_5.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newdocnewJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_5.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_olddocJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_5.txt,"[768, 767]","['     * to guarantee that each call to reserveEarliestAvailable, etc. sees a value >= the previous?\n', ""     * Also, is it OK that we don't hold the mutex when sleeping?\n""]","[761, 762]","['        microsToWait = reserveNextTicket(permits, nowMicros);\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java, abstract long readMicros(),3,1,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55
10,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_6.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newfuncnewJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_6.txt,,,[514],"['  abstract long reserveEarliestAvailable(int permits, long nowMicros);\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v18.0/cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java," abstract long reserveEarliestAvailable(int permits, long nowMicros)",cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_olddocfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_6.txt,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newdocfunccode_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_6.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_newdocnewJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_6.txt,,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/Codes/Match_olddocJdoc_cb6c9ba6a85a7d759eb4fb6efe279dd498385d55_6.txt,"[768, 767]","['     * to guarantee that each call to reserveEarliestAvailable, etc. sees a value >= the previous?\n', ""     * Also, is it OK that we don't hold the mutex when sleeping?\n""]","[761, 762]",[],/home/pritish/Documents/IP work/guv_ver/v18.0/cb6c9ba6a85a7d759eb4fb6efe279dd498385d55/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java, abstract long readMicros(),3,1,cb6c9ba6a85a7d759eb4fb6efe279dd498385d55
