,func_oldfunccode,func_newfunccode,func_newdoc,func_newJdoc,func_olddoc,func_oldJdoc,func_addlines,func_addcode,func_dellines,func_delcode,func_path,func_pathinproj,func_methodsig,doc_oldfunccode,doc_newfunccode,doc_newdoc,doc_newJdoc,doc_olddoc,doc_oldJdoc,doc_addlines,doc_addcode,doc_dellines,doc_delcode,doc_path,doc_pathinproj,doc_methodsig,id,flag,commit
1,fc8c61cf703155f85b00b30cd11fc11b53947953/Codes_neg/Match_oldfunccode_fc8c61cf703155f85b00b30cd11fc11b53947953_1.txt,,,,,,[],[],[67],"['  @Override public <V> Optional<V> transform(Function<Object, V> function) {\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/fc8c61cf703155f85b00b30cd11fc11b53947953/Absent,guava/src/com/google/common/base/Absent.java,"public Optional<V> transform(Function<Object, V> function)",fc8c61cf703155f85b00b30cd11fc11b53947953/Codes_neg/Match_olddocfunccode_fc8c61cf703155f85b00b30cd11fc11b53947953_1.txt,fc8c61cf703155f85b00b30cd11fc11b53947953/Codes_neg/Match_newdocfunccode_fc8c61cf703155f85b00b30cd11fc11b53947953_1.txt,,fc8c61cf703155f85b00b30cd11fc11b53947953/Codes_neg/Match_newdocnewJdoc_fc8c61cf703155f85b00b30cd11fc11b53947953_1.txt,,fc8c61cf703155f85b00b30cd11fc11b53947953/Codes_neg/Match_olddocJdoc_fc8c61cf703155f85b00b30cd11fc11b53947953_1.txt,[77],"['  // implementation is ""fully variant""; E has become a ""pass-through"" type\n']",[],"['  @Override public <V> Optional<V> transform(Function<Object, V> function) {\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/fc8c61cf703155f85b00b30cd11fc11b53947953/Functions,guava/src/com/google/common/base/Functions.java,"public static Function<E, E> identity()",1,1,fc8c61cf703155f85b00b30cd11fc11b53947953
2,fc8c61cf703155f85b00b30cd11fc11b53947953/Codes_neg/Match_oldfunccode_fc8c61cf703155f85b00b30cd11fc11b53947953_2.txt,,,,,,[],[],[40],"['  public static void serialize(SerializationStreamWriter writer, Absent instance) {}\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/fc8c61cf703155f85b00b30cd11fc11b53947953/Absent_CustomFieldSerializer,guava-gwt/src/com/google/common/base/Absent_CustomFieldSerializer.java,"public static void serialize(SerializationStreamWriter writer, Absent instance)",fc8c61cf703155f85b00b30cd11fc11b53947953/Codes_neg/Match_olddocfunccode_fc8c61cf703155f85b00b30cd11fc11b53947953_2.txt,fc8c61cf703155f85b00b30cd11fc11b53947953/Codes_neg/Match_newdocfunccode_fc8c61cf703155f85b00b30cd11fc11b53947953_2.txt,,fc8c61cf703155f85b00b30cd11fc11b53947953/Codes_neg/Match_newdocnewJdoc_fc8c61cf703155f85b00b30cd11fc11b53947953_2.txt,,fc8c61cf703155f85b00b30cd11fc11b53947953/Codes_neg/Match_olddocJdoc_fc8c61cf703155f85b00b30cd11fc11b53947953_2.txt,[77],"['  // implementation is ""fully variant""; E has become a ""pass-through"" type\n']",[],"['  public static void serialize(SerializationStreamWriter writer, Absent instance) {}\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/fc8c61cf703155f85b00b30cd11fc11b53947953/Functions,guava/src/com/google/common/base/Functions.java,"public static Function<E, E> identity()",1,1,fc8c61cf703155f85b00b30cd11fc11b53947953
3,0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Codes_neg/Match_oldfunccode_0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22_1.txt,,,,,0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Codes_neg/Match_oldfuncoldJdoc_0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22_1.txt,[],[],"[89, 90, 91]","['  public <A extends Annotation> A[] getAnnotationsByType(Class<A> annotationType) {\n', '    return getDeclaredAnnotationsByType(annotationType);\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Parameter,guava/src/com/google/common/reflect/Parameter.java,public A[] getAnnotationsByType(Class<A> annotationType),0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Codes_neg/Match_olddocfunccode_0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22_1.txt,0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Codes_neg/Match_newdocfunccode_0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22_1.txt,,,,0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Codes_neg/Match_olddocJdoc_0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22_1.txt,[],[],[96],"['  public <A extends Annotation> A[] getAnnotationsByType(Class<A> annotationType) {\n', '    return getDeclaredAnnotationsByType(annotationType);\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Parameter,guava/src/com/google/common/reflect/Parameter.java,public Annotation[] getDeclaredAnnotations(),1,1,0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22
4,0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Codes_neg/Match_oldfunccode_0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22_2.txt,0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Codes_neg/Match_newfunccode_0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22_2.txt,,,,,[56],['          return Types.toString(from);\n'],[59],['          return JavaVersion.CURRENT.typeName(from);\n'],/home/pritish/Documents/IP work/guv_ver/v18.0/0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Types,guava/src/com/google/common/reflect/Types.java,public String apply(Type from),0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Codes_neg/Match_olddocfunccode_0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22_2.txt,0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Codes_neg/Match_newdocfunccode_0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22_2.txt,,,,0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Codes_neg/Match_olddocJdoc_0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22_2.txt,[],[],[96],['          return JavaVersion.CURRENT.typeName(from);\n'],/home/pritish/Documents/IP work/guv_ver/v18.0/0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22/Parameter,guava/src/com/google/common/reflect/Parameter.java,public Annotation[] getDeclaredAnnotations(),1,1,0dc1684fd14dcda25be4dc5ee9fcc1a680c3fb22
5,197e6e88f63f5b31725d87c929735b5863cfa413/Codes_neg/Match_oldfunccode_197e6e88f63f5b31725d87c929735b5863cfa413_1.txt,,,,,,[],[],"[296, 297, 298, 299, 300, 301, 302, 303]","['  @VisibleForTesting\n', '  static RateLimiter createWithCapacity(\n', '      SleepingStopwatch stopwatch, double permitsPerSecond, long maxBurstBuildup, TimeUnit unit) {\n', '    double maxBurstSeconds = unit.toNanos(maxBurstBuildup) / 1E+9;\n', '    SmoothBursty rateLimiter = new SmoothBursty(stopwatch, maxBurstSeconds);\n', '    rateLimiter.setRate(permitsPerSecond);\n', '    return rateLimiter;\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/197e6e88f63f5b31725d87c929735b5863cfa413/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java," static RateLimiter createWithCapacity(SleepingStopwatch stopwatch, double permitsPerSecond, long maxBurstBuildup, TimeUnit unit)",197e6e88f63f5b31725d87c929735b5863cfa413/Codes_neg/Match_olddocfunccode_197e6e88f63f5b31725d87c929735b5863cfa413_1.txt,197e6e88f63f5b31725d87c929735b5863cfa413/Codes_neg/Match_newdocfunccode_197e6e88f63f5b31725d87c929735b5863cfa413_1.txt,,197e6e88f63f5b31725d87c929735b5863cfa413/Codes_neg/Match_newdocnewJdoc_197e6e88f63f5b31725d87c929735b5863cfa413_1.txt,,197e6e88f63f5b31725d87c929735b5863cfa413/Codes_neg/Match_olddocJdoc_197e6e88f63f5b31725d87c929735b5863cfa413_1.txt,[448],['   * @throws IllegalArgumentException if the requested number of permits is negative or zero\n'],[],"['  @VisibleForTesting\n', '  static RateLimiter createWithCapacity(\n', '      SleepingStopwatch stopwatch, double permitsPerSecond, long maxBurstBuildup, TimeUnit unit) {\n', '    double maxBurstSeconds = unit.toNanos(maxBurstBuildup) / 1E+9;\n', '    SmoothBursty rateLimiter = new SmoothBursty(stopwatch, maxBurstSeconds);\n', '    rateLimiter.setRate(permitsPerSecond);\n', '    return rateLimiter;\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/197e6e88f63f5b31725d87c929735b5863cfa413/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java,public boolean tryAcquire(int permits),1,1,197e6e88f63f5b31725d87c929735b5863cfa413
6,,b8dc3cf5402498ec452f5d427122ae3686563ebc/Codes_neg/Match_newfunccode_b8dc3cf5402498ec452f5d427122ae3686563ebc_1.txt,,,,,[287],['  static RateLimiter createWithCapacity(\n'],[],[],/home/pritish/Documents/IP work/guv_ver/v18.0/b8dc3cf5402498ec452f5d427122ae3686563ebc/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java," static RateLimiter createWithCapacity(SleepingTicker ticker, double permitsPerSecond, long maxBurstBuildup, TimeUnit unit)",b8dc3cf5402498ec452f5d427122ae3686563ebc/Codes_neg/Match_olddocfunccode_b8dc3cf5402498ec452f5d427122ae3686563ebc_1.txt,b8dc3cf5402498ec452f5d427122ae3686563ebc/Codes_neg/Match_newdocfunccode_b8dc3cf5402498ec452f5d427122ae3686563ebc_1.txt,"
       * The default RateLimiter configuration can save the unused permits of up to one second.
       * This is to avoid unnecessary stalls in situations like this: A RateLimiter of 1qps,
       * and 4 threads, all calling acquire() at these moments:
       *
       * T0 at 0 seconds
       * T1 at 1.05 seconds
       * T2 at 2 seconds
       * T3 at 3 seconds
       *
       * Due to the slight delay of T1, T2 would have to sleep till 2.05 seconds,
       * and T3 would also have to sleep till 3.05 seconds.
     
",b8dc3cf5402498ec452f5d427122ae3686563ebc/Codes_neg/Match_newdocnewJdoc_b8dc3cf5402498ec452f5d427122ae3686563ebc_1.txt,"
       * The default RateLimiter configuration can save the unused permits of up to one second.
       * This is to avoid unnecessary stalls in situations like this: A RateLimiter of 1qps,
       * and 4 threads, all calling acquire() at these moments:
       *
       * T0 at 0 seconds
       * T1 at 1.05 seconds
       * T2 at 2 seconds
       * T3 at 3 seconds
       *
       * Due to the slight delay of T1, T2 would have to sleep till 2.05 seconds,
       * and T3 would also have to sleep till 3.05 seconds.
     
",b8dc3cf5402498ec452f5d427122ae3686563ebc/Codes_neg/Match_olddocJdoc_b8dc3cf5402498ec452f5d427122ae3686563ebc_1.txt,[227],"['  //                 {@code createWithCapacity(permitsPerSecond, 1, TimeUnit.SECONDS)}"".\n']",[227],[],/home/pritish/Documents/IP work/guv_ver/v18.0/b8dc3cf5402498ec452f5d427122ae3686563ebc/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java,public static RateLimiter create(double permitsPerSecond),1,1,b8dc3cf5402498ec452f5d427122ae3686563ebc
7,b8dc3cf5402498ec452f5d427122ae3686563ebc/Codes_neg/Match_oldfunccode_b8dc3cf5402498ec452f5d427122ae3686563ebc_2.txt,,,,,b8dc3cf5402498ec452f5d427122ae3686563ebc/Codes_neg/Match_oldfuncoldJdoc_b8dc3cf5402498ec452f5d427122ae3686563ebc_2.txt,[],[],"[312, 313, 314]","['      double permitsPerSecond, long maxBurstBuildup, TimeUnit unit) {\n', '    return createBursty(SleepingTicker.SYSTEM_TICKER, permitsPerSecond, maxBurstBuildup, unit);\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/b8dc3cf5402498ec452f5d427122ae3686563ebc/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java," static RateLimiter createBursty(double permitsPerSecond, long maxBurstBuildup, TimeUnit unit)",b8dc3cf5402498ec452f5d427122ae3686563ebc/Codes_neg/Match_olddocfunccode_b8dc3cf5402498ec452f5d427122ae3686563ebc_2.txt,b8dc3cf5402498ec452f5d427122ae3686563ebc/Codes_neg/Match_newdocfunccode_b8dc3cf5402498ec452f5d427122ae3686563ebc_2.txt,"
       * The default RateLimiter configuration can save the unused permits of up to one second.
       * This is to avoid unnecessary stalls in situations like this: A RateLimiter of 1qps,
       * and 4 threads, all calling acquire() at these moments:
       *
       * T0 at 0 seconds
       * T1 at 1.05 seconds
       * T2 at 2 seconds
       * T3 at 3 seconds
       *
       * Due to the slight delay of T1, T2 would have to sleep till 2.05 seconds,
       * and T3 would also have to sleep till 3.05 seconds.
     

       * The default RateLimiter configuration can save the unused permits of up to one second.
       * This is to avoid unnecessary stalls in situations like this: A RateLimiter of 1qps,
       * and 4 threads, all calling acquire() at these moments:
       *
       * T0 at 0 seconds
       * T1 at 1.05 seconds
       * T2 at 2 seconds
       * T3 at 3 seconds
       *
       * Due to the slight delay of T1, T2 would have to sleep till 2.05 seconds,
       * and T3 would also have to sleep till 3.05 seconds.
     
",b8dc3cf5402498ec452f5d427122ae3686563ebc/Codes_neg/Match_newdocnewJdoc_b8dc3cf5402498ec452f5d427122ae3686563ebc_2.txt,"
       * The default RateLimiter configuration can save the unused permits of up to one second.
       * This is to avoid unnecessary stalls in situations like this: A RateLimiter of 1qps,
       * and 4 threads, all calling acquire() at these moments:
       *
       * T0 at 0 seconds
       * T1 at 1.05 seconds
       * T2 at 2 seconds
       * T3 at 3 seconds
       *
       * Due to the slight delay of T1, T2 would have to sleep till 2.05 seconds,
       * and T3 would also have to sleep till 3.05 seconds.
     

       * The default RateLimiter configuration can save the unused permits of up to one second.
       * This is to avoid unnecessary stalls in situations like this: A RateLimiter of 1qps,
       * and 4 threads, all calling acquire() at these moments:
       *
       * T0 at 0 seconds
       * T1 at 1.05 seconds
       * T2 at 2 seconds
       * T3 at 3 seconds
       *
       * Due to the slight delay of T1, T2 would have to sleep till 2.05 seconds,
       * and T3 would also have to sleep till 3.05 seconds.
     
",b8dc3cf5402498ec452f5d427122ae3686563ebc/Codes_neg/Match_olddocJdoc_b8dc3cf5402498ec452f5d427122ae3686563ebc_2.txt,[227],"['  //                 {@code createWithCapacity(permitsPerSecond, 1, TimeUnit.SECONDS)}"".\n']",[227],"['      double permitsPerSecond, long maxBurstBuildup, TimeUnit unit) {\n', '    return createBursty(SleepingTicker.SYSTEM_TICKER, permitsPerSecond, maxBurstBuildup, unit);\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/b8dc3cf5402498ec452f5d427122ae3686563ebc/RateLimiter,guava/src/com/google/common/util/concurrent/RateLimiter.java,public static RateLimiter create(double permitsPerSecond),1,1,b8dc3cf5402498ec452f5d427122ae3686563ebc
8,cd9b3291a91b3b802930ebad062ed35b6d3d6347/Codes_neg/Match_oldfunccode_cd9b3291a91b3b802930ebad062ed35b6d3d6347_1.txt,,,,,cd9b3291a91b3b802930ebad062ed35b6d3d6347/Codes_neg/Match_oldfuncoldJdoc_cd9b3291a91b3b802930ebad062ed35b6d3d6347_1.txt,[],[],"[148, 149, 150]","['  public static <C extends Comparable<?>> Range<C> atMost(C endpoint) {\n', '    return Range.atMost(endpoint);\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/cd9b3291a91b3b802930ebad062ed35b6d3d6347/Ranges,guava/src/com/google/common/collect/Ranges.java,public static Range<C> atMost(C endpoint),cd9b3291a91b3b802930ebad062ed35b6d3d6347/Codes_neg/Match_olddocfunccode_cd9b3291a91b3b802930ebad062ed35b6d3d6347_1.txt,cd9b3291a91b3b802930ebad062ed35b6d3d6347/Codes_neg/Match_newdocfunccode_cd9b3291a91b3b802930ebad062ed35b6d3d6347_1.txt,,cd9b3291a91b3b802930ebad062ed35b6d3d6347/Codes_neg/Match_newdocnewJdoc_cd9b3291a91b3b802930ebad062ed35b6d3d6347_1.txt,,cd9b3291a91b3b802930ebad062ed35b6d3d6347/Codes_neg/Match_olddocJdoc_cd9b3291a91b3b802930ebad062ed35b6d3d6347_1.txt,[201],"['   * {@code RangeSet} consisted of {@code Range.closed(1, 3)} and {@code Range.greaterThan(4)},\n']",[201],"['  public static <C extends Comparable<?>> Range<C> atMost(C endpoint) {\n', '    return Range.atMost(endpoint);\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/cd9b3291a91b3b802930ebad062ed35b6d3d6347/RangeSet,guava/src/com/google/common/collect/RangeSet.java, String toString(),1,1,cd9b3291a91b3b802930ebad062ed35b6d3d6347
9,cd9b3291a91b3b802930ebad062ed35b6d3d6347/Codes_neg/Match_oldfunccode_cd9b3291a91b3b802930ebad062ed35b6d3d6347_2.txt,,,,,cd9b3291a91b3b802930ebad062ed35b6d3d6347/Codes_neg/Match_oldfuncoldJdoc_cd9b3291a91b3b802930ebad062ed35b6d3d6347_2.txt,[],[],"[140, 141, 142]","['  public static <C extends Comparable<?>> Range<C> lessThan(C endpoint) {\n', '    return Range.lessThan(endpoint);\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/cd9b3291a91b3b802930ebad062ed35b6d3d6347/Ranges,guava/src/com/google/common/collect/Ranges.java,public static Range<C> lessThan(C endpoint),cd9b3291a91b3b802930ebad062ed35b6d3d6347/Codes_neg/Match_olddocfunccode_cd9b3291a91b3b802930ebad062ed35b6d3d6347_2.txt,cd9b3291a91b3b802930ebad062ed35b6d3d6347/Codes_neg/Match_newdocfunccode_cd9b3291a91b3b802930ebad062ed35b6d3d6347_2.txt,,cd9b3291a91b3b802930ebad062ed35b6d3d6347/Codes_neg/Match_newdocnewJdoc_cd9b3291a91b3b802930ebad062ed35b6d3d6347_2.txt,,cd9b3291a91b3b802930ebad062ed35b6d3d6347/Codes_neg/Match_olddocJdoc_cd9b3291a91b3b802930ebad062ed35b6d3d6347_2.txt,[201],"['   * {@code RangeSet} consisted of {@code Range.closed(1, 3)} and {@code Range.greaterThan(4)},\n']",[201],"['  public static <C extends Comparable<?>> Range<C> lessThan(C endpoint) {\n', '    return Range.lessThan(endpoint);\n', '  }\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/cd9b3291a91b3b802930ebad062ed35b6d3d6347/RangeSet,guava/src/com/google/common/collect/RangeSet.java, String toString(),1,1,cd9b3291a91b3b802930ebad062ed35b6d3d6347
10,f2204c8fe19b973fc26d7e4ed2a147c08a538410/Codes_neg/Match_oldfunccode_f2204c8fe19b973fc26d7e4ed2a147c08a538410_1.txt,f2204c8fe19b973fc26d7e4ed2a147c08a538410/Codes_neg/Match_newfunccode_f2204c8fe19b973fc26d7e4ed2a147c08a538410_1.txt," we only put L's in the array
",,,,"[324, 325]","['      if (size != Integer.MAX_VALUE) {\n', '        Preconditions.checkElementIndex(index, size());\n']",[324],"['      Preconditions.checkElementIndex(index, size());\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/f2204c8fe19b973fc26d7e4ed2a147c08a538410/Striped,guava/src/com/google/common/util/concurrent/Striped.java,public L getAt(int index),f2204c8fe19b973fc26d7e4ed2a147c08a538410/Codes_neg/Match_olddocfunccode_f2204c8fe19b973fc26d7e4ed2a147c08a538410_1.txt,f2204c8fe19b973fc26d7e4ed2a147c08a538410/Codes_neg/Match_newdocfunccode_f2204c8fe19b973fc26d7e4ed2a147c08a538410_1.txt,,f2204c8fe19b973fc26d7e4ed2a147c08a538410/Codes_neg/Match_newdocnewJdoc_f2204c8fe19b973fc26d7e4ed2a147c08a538410_1.txt,,f2204c8fe19b973fc26d7e4ed2a147c08a538410/Codes_neg/Match_olddocJdoc_f2204c8fe19b973fc26d7e4ed2a147c08a538410_1.txt,"[168, 169]","['   * Creates a {@code Striped<Lock>} with eagerly initialized, strongly referenced locks.\n', '   * Every lock is reentrant.\n']","[168, 169]","['      Preconditions.checkElementIndex(index, size());\n']",/home/pritish/Documents/IP work/guv_ver/v18.0/f2204c8fe19b973fc26d7e4ed2a147c08a538410/Striped,guava/src/com/google/common/util/concurrent/Striped.java,public static Striped<Lock> lock(int stripes),1,1,f2204c8fe19b973fc26d7e4ed2a147c08a538410
